release_id,fiscal_year,indicator_id,observed_cells,suppressed_cells,suppression_percentage,primary_bounded_cells,ambiguous_suppression_cells
No.6,2019,IND_5220061,25,22,46.81,0,22
No.6,2019,IND_5220063,47,0,0.0,0,0
No.6,2019,IND_5220064,43,4,8.51,0,4
No.6,2019,IND_5220067,45,2,4.26,0,2
No.6,2019,IND_5220069,33,14,29.79,0,14
No.6,2019,IND_5220070,11,36,76.6,0,36
No.6,2019,IND_5220072,37,10,21.28,0,10
No.6,2019,IND_5220074,28,19,40.43,0,19
No.6,2019,IND_5220075,6,41,87.23,0,41
No.6,2019,IND_5220077,1,46,97.87,0,46
No.6,2019,IND_5220078,3,44,93.62,0,44
No.6,2019,IND_5220082,35,12,25.53,0,12
No.6,2019,IND_5220084,0,47,100.0,0,47
No.6,2019,IND_5220085,8,39,82.98,0,39
No.6,2019,IND_5220089,35,12,25.53,0,12
No.6,2019,IND_5220091,3,44,93.62,0,44
No.6,2019,IND_5220093,7,40,85.11,0,40
No.6,2019,IND_5221012,47,0,0.0,0,0
No.6,2019,IND_5221013,47,0,0.0,0,0
No.6,2019,IND_5221015,0,47,100.0,0,47
No.6,2019,IND_5224011,39,8,17.02,0,8
No.6,2019,IND_5225001,34,13,27.66,0,13
No.6,2019,IND_5225006,47,0,0.0,0,0
No.6,2019,IND_5225012,41,6,12.77,0,6
No.6,2019,IND_5226005,16,31,65.96,0,31
No.6,2019,IND_5227001,47,0,0.0,0,0
No.6,2019,IND_5227005,26,21,44.68,0,21
No.6,2019,IND_5227011,16,31,65.96,0,31
No.6,2019,IND_5229015,43,4,8.51,0,4
No.6,2019,IND_5229018,31,16,34.04,0,16
No.6,2019,IND_5230001,24,23,48.94,0,23
No.6,2019,IND_5230004,4,43,91.49,0,43
No.6,2019,IND_5231003,15,32,68.09,0,32
No.6,2019,IND_5231014,12,35,74.47,0,35
No.6,2019,IND_5231017,5,42,89.36,0,42
No.6,2019,IND_5231018,47,0,0.0,0,0
No.6,2019,IND_5231027,42,5,10.64,0,5
No.6,2019,IND_5231029,47,0,0.0,0,0
No.6,2019,IND_5231032,25,22,46.81,0,22
No.6,2019,IND_5231039,18,29,61.7,0,29
No.6,2019,IND_5231044,15,32,68.09,0,32
No.6,2019,IND_5233004,47,0,0.0,0,0
No.6,2019,IND_5233007,32,15,31.91,0,15
No.6,2019,IND_5233008,47,0,0.0,0,0
No.6,2019,IND_5233009,47,0,0.0,0,0
No.6,2019,IND_5233010,47,0,0.0,0,0
No.6,2019,IND_5233014,2,45,95.74,0,45
No.6,2019,IND_5233027,47,0,0.0,0,0
No.6,2019,IND_5233028,17,30,63.83,0,30
No.6,2019,IND_5234009,47,0,0.0,0,0
No.6,2019,IND_5234013,7,40,85.11,0,40
No.6,2019,IND_5234016,47,0,0.0,0,0
No.6,2019,IND_5234028,10,37,78.72,0,37
No.6,2019,IND_5234030,47,0,0.0,0,0
No.6,2019,IND_5235002,27,20,42.55,0,20
No.6,2019,IND_5250001,47,0,0.0,0,0
No.6,2019,IND_5259011,17,30,63.83,0,30
No.6,2019,IND_8830786,47,0,0.0,0,0
No.6,2019,IND_8830787,47,0,0.0,0,0
No.6,2019,IND_8830788,47,0,0.0,0,0
No.6,2019,IND_8830789,47,0,0.0,0,0
No.6,2019,IND_8830790,47,0,0.0,0,0
No.6,2019,IND_8832354,47,0,0.0,0,0
No.6,2019,IND_8832361,13,34,72.34,0,34
No.6,2019,IND_8833898,6,41,87.23,0,41
No.6,2019,IND_8833899,47,0,0.0,0,0
No.6,2019,IND_8833900,18,29,61.7,0,29
No.6,2019,IND_8833902,9,38,80.85,0,38
No.6,2019,IND_8833904,0,47,100.0,0,47
No.6,2019,IND_8834149,47,0,0.0,0,0
No.6,2019,IND_8834171,2,45,95.74,0,45
No.6,2019,IND_8834286,1,46,97.87,0,46
No.6,2019,IND_8834324,1,46,97.87,0,46
No.6,2019,IND_8836818,0,47,100.0,0,47
No.6,2019,IND_8838389,47,0,0.0,0,0
No.6,2019,IND_8838390,26,21,44.68,0,21
No.6,2019,IND_8838391,45,2,4.26,0,2
No.6,2019,IND_8838392,43,4,8.51,0,4
No.6,2019,IND_8838935,20,27,57.45,0,27
No.6,2019,IND_8839667,3,44,93.62,0,44
No.6,2019,IND_8839668,42,5,10.64,0,5
No.6,2019,IND_8839995,21,26,55.32,0,26
No.6,2019,IND_8839996,40,7,14.89,0,7
No.6,2019,IND_8840348,47,0,0.0,0,0
No.6,2019,IND_8840350,6,41,87.23,0,41
No.6,2019,IND_8842270,47,0,0.0,0,0
No.6,2019,IND_8842275,29,18,38.3,0,18
No.6,2019,IND_8842345,0,47,100.0,0,47
No.6,2019,IND_8843129,3,44,93.62,0,44
No.6,2019,IND_8843130,22,25,53.19,0,25
No.6,2019,IND_8843285,45,2,4.26,0,2
No.6,2019,IND_8843291,34,13,27.66,0,13
No.6,2019,IND_8843292,5,42,89.36,0,42
No.6,2019,IND_8843319,0,47,100.0,0,47
No.6,2019,IND_8843327,2,45,95.74,0,45
No.6,2019,IND_8843405,0,47,100.0,0,47
No.6,2019,IND_8843442,2,45,95.74,0,45
No.6,2019,IND_8843447,3,44,93.62,0,44
No.6,2019,IND_8843607,47,0,0.0,0,0
No.6,2019,IND_8843612,45,2,4.26,0,2
No.6,2019,IND_8843614,47,0,0.0,0,0
No.6,2019,IND_8843615,47,0,0.0,0,0
No.6,2019,IND_8843616,47,0,0.0,0,0
No.6,2019,IND_8843617,47,0,0.0,0,0
No.6,2019,IND_8843826,5,42,89.36,0,42
No.6,2019,IND_8843836,47,0,0.0,0,0
No.6,2019,IND_8843837,45,2,4.26,0,2
No.6,2019,IND_8843838,47,0,0.0,0,0
No.6,2019,IND_8843839,38,9,19.15,0,9
No.6,2019,IND_8843840,45,2,4.26,0,2
No.6,2019,IND_8843841,45,2,4.26,0,2
No.6,2019,IND_8843842,45,2,4.26,0,2
No.6,2019,IND_8843843,47,0,0.0,0,0
No.6,2019,IND_8843844,47,0,0.0,0,0
No.6,2019,IND_8843845,47,0,0.0,0,0
No.6,2019,IND_8843846,36,11,23.4,0,11
No.6,2019,IND_8843859,11,36,76.6,0,36
No.6,2019,IND_8843860,27,20,42.55,0,20
No.6,2019,IND_8843861,6,41,87.23,0,41
No.6,2019,IND_8843875,10,37,78.72,0,37
No.6,2019,IND_8843885,36,11,23.4,0,11
No.6,2019,IND_8843900,0,47,100.0,0,47
No.6,2019,IND_8843901,2,45,95.74,0,45
No.6,2019,IND_8843902,41,6,12.77,0,6
No.6,2019,IND_8843917,12,35,74.47,0,35
No.6,2019,IND_8843937,0,47,100.0,0,47
No.6,2019,IND_8843947,47,0,0.0,0,0
No.6,2019,IND_8843972,1,46,97.87,0,46
No.6,2019,IND_8843977,41,6,12.77,0,6
No.6,2019,IND_8844118,47,0,0.0,0,0
No.6,2019,IND_8844119,27,20,42.55,0,20
No.6,2019,IND_8844171,47,0,0.0,0,0
No.6,2019,IND_8844172,47,0,0.0,0,0
No.6,2019,IND_8844173,47,0,0.0,0,0
No.6,2019,IND_8845690,0,47,100.0,0,47
No.6,2019,IND_8845720,47,0,0.0,0,0
No.6,2019,IND_8845721,47,0,0.0,0,0
No.6,2019,IND_8845780,45,2,4.26,0,2
No.6,2019,IND_8845930,35,12,25.53,0,12
No.6,2019,IND_8845969,10,37,78.72,0,37
No.6,2019,IND_8845970,34,13,27.66,0,13
No.6,2019,IND_8846215,2,45,95.74,0,45
No.6,2019,IND_8848125,8,39,82.98,0,39
No.6,2019,IND_8848845,47,0,0.0,0,0
No.6,2019,IND_8849579,0,47,100.0,0,47
No.7,2020,IND_5210011,47,0,0.0,0,0
No.7,2020,IND_5220026,1,46,97.87,0,46
No.7,2020,IND_5220034,5,42,89.36,0,42
No.7,2020,IND_5220035,20,27,57.45,0,27
No.7,2020,IND_5220045,2,45,95.74,0,45
No.7,2020,IND_5220057,1,46,97.87,0,46
No.7,2020,IND_5220058,43,4,8.51,0,4
No.7,2020,IND_5220061,23,24,51.06,0,24
No.7,2020,IND_5220063,47,0,0.0,0,0
No.7,2020,IND_5220064,42,5,10.64,0,5
No.7,2020,IND_5220067,45,2,4.26,0,2
No.7,2020,IND_5220069,36,11,23.4,0,11
No.7,2020,IND_5220070,13,34,72.34,0,34
No.7,2020,IND_5220072,34,13,27.66,0,13
No.7,2020,IND_5220074,27,20,42.55,0,20
No.7,2020,IND_5220075,6,41,87.23,0,41
No.7,2020,IND_5220077,1,46,97.87,0,46
No.7,2020,IND_5220078,3,44,93.62,0,44
No.7,2020,IND_5220082,36,11,23.4,0,11
No.7,2020,IND_5220084,0,47,100.0,0,47
No.7,2020,IND_5220085,6,41,87.23,0,41
No.7,2020,IND_5220089,28,19,40.43,0,19
No.7,2020,IND_5220091,3,44,93.62,0,44
No.7,2020,IND_5220093,8,39,82.98,0,39
No.7,2020,IND_5221012,47,0,0.0,0,0
No.7,2020,IND_5221013,47,0,0.0,0,0
No.7,2020,IND_5221015,0,47,100.0,0,47
No.7,2020,IND_5224011,37,10,21.28,0,10
No.7,2020,IND_5225001,28,19,40.43,0,19
No.7,2020,IND_5225006,47,0,0.0,0,0
No.7,2020,IND_5225012,42,5,10.64,0,5
No.7,2020,IND_5226005,29,18,38.3,0,18
No.7,2020,IND_5227001,47,0,0.0,0,0
No.7,2020,IND_5227005,17,30,63.83,0,30
No.7,2020,IND_5227011,10,37,78.72,0,37
No.7,2020,IND_5229014,0,47,100.0,0,47
No.7,2020,IND_5229015,45,2,4.26,0,2
No.7,2020,IND_5229018,32,15,31.91,0,15
No.7,2020,IND_5230001,22,25,53.19,0,25
No.7,2020,IND_5230004,5,42,89.36,0,42
No.7,2020,IND_5231003,14,33,70.21,0,33
No.7,2020,IND_5231014,12,35,74.47,0,35
No.7,2020,IND_5231017,4,43,91.49,0,43
No.7,2020,IND_5231018,47,0,0.0,0,0
No.7,2020,IND_5231027,41,6,12.77,0,6
No.7,2020,IND_5231029,47,0,0.0,0,0
No.7,2020,IND_5231032,26,21,44.68,0,21
No.7,2020,IND_5231039,20,27,57.45,0,27
No.7,2020,IND_5231044,16,31,65.96,0,31
No.7,2020,IND_5233004,47,0,0.0,0,0
No.7,2020,IND_5233007,29,18,38.3,0,18
No.7,2020,IND_5233008,47,0,0.0,0,0
No.7,2020,IND_5233009,47,0,0.0,0,0
No.7,2020,IND_5233010,47,0,0.0,0,0
No.7,2020,IND_5233014,0,47,100.0,0,47
No.7,2020,IND_5233027,47,0,0.0,0,0
No.7,2020,IND_5233028,17,30,63.83,0,30
No.7,2020,IND_5234009,47,0,0.0,0,0
No.7,2020,IND_5234013,7,40,85.11,0,40
No.7,2020,IND_5234016,47,0,0.0,0,0
No.7,2020,IND_5234028,12,35,74.47,0,35
No.7,2020,IND_5234030,47,0,0.0,0,0
No.7,2020,IND_5235002,21,26,55.32,0,26
No.7,2020,IND_5235003,17,30,63.83,0,30
No.7,2020,IND_5250001,47,0,0.0,0,0
No.7,2020,IND_5259011,16,31,65.96,0,31
No.7,2020,IND_8830786,47,0,0.0,0,0
No.7,2020,IND_8830787,47,0,0.0,0,0
No.7,2020,IND_8830788,47,0,0.0,0,0
No.7,2020,IND_8830789,47,0,0.0,0,0
No.7,2020,IND_8830790,47,0,0.0,0,0
No.7,2020,IND_8832354,47,0,0.0,0,0
No.7,2020,IND_8832361,12,35,74.47,0,35
No.7,2020,IND_8833898,3,44,93.62,0,44
No.7,2020,IND_8833899,47,0,0.0,0,0
No.7,2020,IND_8833900,4,43,91.49,0,43
No.7,2020,IND_8833902,5,42,89.36,0,42
No.7,2020,IND_8833904,0,47,100.0,0,47
No.7,2020,IND_8834149,47,0,0.0,0,0
No.7,2020,IND_8834171,1,46,97.87,0,46
No.7,2020,IND_8834286,0,47,100.0,0,47
No.7,2020,IND_8834324,0,47,100.0,0,47
No.7,2020,IND_8838389,47,0,0.0,0,0
No.7,2020,IND_8838390,25,22,46.81,0,22
No.7,2020,IND_8838391,44,3,6.38,0,3
No.7,2020,IND_8838392,41,6,12.77,0,6
No.7,2020,IND_8838935,22,25,53.19,0,25
No.7,2020,IND_8839667,2,45,95.74,0,45
No.7,2020,IND_8839668,42,5,10.64,0,5
No.7,2020,IND_8839995,15,32,68.09,0,32
No.7,2020,IND_8839996,40,7,14.89,0,7
No.7,2020,IND_8840348,47,0,0.0,0,0
No.7,2020,IND_8840350,4,43,91.49,0,43
No.7,2020,IND_8842270,47,0,0.0,0,0
No.7,2020,IND_8842275,24,23,48.94,0,23
No.7,2020,IND_8842345,0,47,100.0,0,47
No.7,2020,IND_8843129,6,41,87.23,0,41
No.7,2020,IND_8843130,22,25,53.19,0,25
No.7,2020,IND_8843285,45,2,4.26,0,2
No.7,2020,IND_8843291,32,15,31.91,0,15
No.7,2020,IND_8843292,2,45,95.74,0,45
No.7,2020,IND_8843319,0,47,100.0,0,47
No.7,2020,IND_8843327,1,46,97.87,0,46
No.7,2020,IND_8843442,2,45,95.74,0,45
No.7,2020,IND_8843447,5,42,89.36,0,42
No.7,2020,IND_8843607,47,0,0.0,0,0
No.7,2020,IND_8843612,45,2,4.26,0,2
No.7,2020,IND_8843614,47,0,0.0,0,0
No.7,2020,IND_8843615,47,0,0.0,0,0
No.7,2020,IND_8843616,47,0,0.0,0,0
No.7,2020,IND_8843617,47,0,0.0,0,0
No.7,2020,IND_8843826,5,42,89.36,0,42
No.7,2020,IND_8843836,47,0,0.0,0,0
No.7,2020,IND_8843837,43,4,8.51,0,4
No.7,2020,IND_8843838,47,0,0.0,0,0
No.7,2020,IND_8843839,37,10,21.28,0,10
No.7,2020,IND_8843840,44,3,6.38,0,3
No.7,2020,IND_8843841,45,2,4.26,0,2
No.7,2020,IND_8843842,44,3,6.38,0,3
No.7,2020,IND_8843843,47,0,0.0,0,0
No.7,2020,IND_8843844,47,0,0.0,0,0
No.7,2020,IND_8843845,47,0,0.0,0,0
No.7,2020,IND_8843846,33,14,29.79,0,14
No.7,2020,IND_8843859,10,37,78.72,0,37
No.7,2020,IND_8843860,24,23,48.94,0,23
No.7,2020,IND_8843861,6,41,87.23,0,41
No.7,2020,IND_8843875,7,40,85.11,0,40
No.7,2020,IND_8843885,37,10,21.28,0,10
No.7,2020,IND_8843900,0,47,100.0,0,47
No.7,2020,IND_8843901,5,42,89.36,0,42
No.7,2020,IND_8843902,42,5,10.64,0,5
No.7,2020,IND_8843917,12,35,74.47,0,35
No.7,2020,IND_8843947,47,0,0.0,0,0
No.7,2020,IND_8843972,2,45,95.74,0,45
No.7,2020,IND_8843977,42,5,10.64,0,5
No.7,2020,IND_8844118,47,0,0.0,0,0
No.7,2020,IND_8844119,23,24,51.06,0,24
No.7,2020,IND_8844171,47,0,0.0,0,0
No.7,2020,IND_8844172,47,0,0.0,0,0
No.7,2020,IND_8844173,47,0,0.0,0,0
No.7,2020,IND_8845690,0,47,100.0,0,47
No.7,2020,IND_8845720,47,0,0.0,0,0
No.7,2020,IND_8845721,47,0,0.0,0,0
No.7,2020,IND_8845780,45,2,4.26,0,2
No.7,2020,IND_8845930,29,18,38.3,0,18
No.7,2020,IND_8845969,13,34,72.34,0,34
No.7,2020,IND_8845970,28,19,40.43,0,19
No.7,2020,IND_8846215,4,43,91.49,0,43
No.7,2020,IND_8848125,5,42,89.36,0,42
No.7,2020,IND_8848845,47,0,0.0,0,0
No.7,2020,IND_8849579,2,45,95.74,0,45
No.7,2020,IND_8850212,2,45,95.74,0,45
No.9,2022,IND_5210011,47,0,0.0,0,0
No.9,2022,IND_5220026,27,20,42.55,0,20
No.9,2022,IND_5220034,26,21,44.68,0,21
No.9,2022,IND_5220035,39,8,17.02,0,8
No.9,2022,IND_5220045,37,10,21.28,0,10
No.9,2022,IND_5220057,35,12,25.53,0,12
No.9,2022,IND_5220058,44,3,6.38,0,3
No.9,2022,IND_5220061,36,11,23.4,0,11
No.9,2022,IND_5220063,47,0,0.0,0,0
No.9,2022,IND_5220064,43,4,8.51,0,4
No.9,2022,IND_5220067,44,3,6.38,0,3
No.9,2022,IND_5220069,44,3,6.38,0,3
No.9,2022,IND_5220070,33,14,29.79,0,14
No.9,2022,IND_5220072,42,5,10.64,0,5
No.9,2022,IND_5220074,35,12,25.53,0,12
No.9,2022,IND_5220075,35,12,25.53,0,12
No.9,2022,IND_5220077,45,2,4.26,0,2
No.9,2022,IND_5220078,33,14,29.79,0,14
No.9,2022,IND_5220082,41,6,12.77,0,6
No.9,2022,IND_5220084,45,2,4.26,0,2
No.9,2022,IND_5220085,35,12,25.53,0,12
No.9,2022,IND_5220089,39,8,17.02,0,8
No.9,2022,IND_5220091,44,3,6.38,0,3
No.9,2022,IND_5220093,34,13,27.66,0,13
No.9,2022,IND_5221012,47,0,0.0,0,0
No.9,2022,IND_5221013,47,0,0.0,0,0
No.9,2022,IND_5221015,41,6,12.77,0,6
No.9,2022,IND_5224011,38,9,19.15,0,9
No.9,2022,IND_5225001,33,14,29.79,0,14
No.9,2022,IND_5225006,47,0,0.0,0,0
No.9,2022,IND_5225012,40,7,14.89,0,7
No.9,2022,IND_5226005,29,18,38.3,0,18
No.9,2022,IND_5227001,47,0,0.0,0,0
No.9,2022,IND_5227005,22,25,53.19,0,25
No.9,2022,IND_5227011,45,2,4.26,0,2
No.9,2022,IND_5229014,44,3,6.38,0,3
No.9,2022,IND_5229015,45,2,4.26,0,2
No.9,2022,IND_5229018,39,8,17.02,0,8
No.9,2022,IND_5230001,24,23,48.94,0,23
No.9,2022,IND_5230004,27,20,42.55,0,20
No.9,2022,IND_5231003,25,22,46.81,0,22
No.9,2022,IND_5231014,26,21,44.68,0,21
No.9,2022,IND_5231017,32,15,31.91,0,15
No.9,2022,IND_5231018,47,0,0.0,0,0
No.9,2022,IND_5231027,40,7,14.89,0,7
No.9,2022,IND_5231029,47,0,0.0,0,0
No.9,2022,IND_5231032,23,24,51.06,0,24
No.9,2022,IND_5231039,23,24,51.06,0,24
No.9,2022,IND_5231042,0,47,100.0,0,47
No.9,2022,IND_5231044,28,19,40.43,0,19
No.9,2022,IND_5233004,47,0,0.0,0,0
No.9,2022,IND_5233007,27,20,42.55,0,20
No.9,2022,IND_5233008,47,0,0.0,0,0
No.9,2022,IND_5233009,47,0,0.0,0,0
No.9,2022,IND_5233010,47,0,0.0,0,0
No.9,2022,IND_5233014,38,9,19.15,0,9
No.9,2022,IND_5233027,47,0,0.0,0,0
No.9,2022,IND_5233028,25,22,46.81,0,22
No.9,2022,IND_5234009,47,0,0.0,0,0
No.9,2022,IND_5234013,34,13,27.66,0,13
No.9,2022,IND_5234016,47,0,0.0,0,0
No.9,2022,IND_5234028,30,17,36.17,0,17
No.9,2022,IND_5234030,47,0,0.0,0,0
No.9,2022,IND_5235002,36,11,23.4,0,11
No.9,2022,IND_5235003,26,21,44.68,0,21
No.9,2022,IND_5250001,47,0,0.0,0,0
No.9,2022,IND_5259011,27,20,42.55,0,20
No.9,2022,IND_8830786,47,0,0.0,0,0
No.9,2022,IND_8830787,47,0,0.0,0,0
No.9,2022,IND_8830788,47,0,0.0,0,0
No.9,2022,IND_8830789,47,0,0.0,0,0
No.9,2022,IND_8830790,47,0,0.0,0,0
No.9,2022,IND_8832354,47,0,0.0,0,0
No.9,2022,IND_8832361,23,24,51.06,0,24
No.9,2022,IND_8833898,15,32,68.09,0,32
No.9,2022,IND_8833899,47,0,0.0,0,0
No.9,2022,IND_8833900,36,11,23.4,0,11
No.9,2022,IND_8833902,18,29,61.7,0,29
No.9,2022,IND_8833904,35,12,25.53,0,12
No.9,2022,IND_8834149,47,0,0.0,0,0
No.9,2022,IND_8834171,28,19,40.43,0,19
No.9,2022,IND_8834286,33,14,29.79,0,14
No.9,2022,IND_8834324,0,47,100.0,0,47
No.9,2022,IND_8836818,0,47,100.0,0,47
No.9,2022,IND_8838389,47,0,0.0,0,0
No.9,2022,IND_8838390,36,11,23.4,0,11
No.9,2022,IND_8838391,45,2,4.26,0,2
No.9,2022,IND_8838392,42,5,10.64,0,5
No.9,2022,IND_8838935,33,14,29.79,0,14
No.9,2022,IND_8839667,40,7,14.89,0,7
No.9,2022,IND_8839668,44,3,6.38,0,3
No.9,2022,IND_8839995,43,4,8.51,0,4
No.9,2022,IND_8839996,44,3,6.38,0,3
No.9,2022,IND_8840348,47,0,0.0,0,0
No.9,2022,IND_8840350,26,21,44.68,0,21
No.9,2022,IND_8842270,47,0,0.0,0,0
No.9,2022,IND_8842275,35,12,25.53,0,12
No.9,2022,IND_8843129,28,19,40.43,0,19
No.9,2022,IND_8843130,26,21,44.68,0,21
No.9,2022,IND_8843285,47,0,0.0,0,0
No.9,2022,IND_8843291,34,13,27.66,0,13
No.9,2022,IND_8843292,38,9,19.15,0,9
No.9,2022,IND_8843319,43,4,8.51,0,4
No.9,2022,IND_8843327,41,6,12.77,0,6
No.9,2022,IND_8843442,45,2,4.26,0,2
No.9,2022,IND_8843447,42,5,10.64,0,5
No.9,2022,IND_8843607,47,0,0.0,0,0
No.9,2022,IND_8843612,47,0,0.0,0,0
No.9,2022,IND_8843614,47,0,0.0,0,0
No.9,2022,IND_8843615,47,0,0.0,0,0
No.9,2022,IND_8843616,47,0,0.0,0,0
No.9,2022,IND_8843617,47,0,0.0,0,0
No.9,2022,IND_8843826,32,15,31.91,0,15
No.9,2022,IND_8843836,47,0,0.0,0,0
No.9,2022,IND_8843837,45,2,4.26,0,2
No.9,2022,IND_8843838,47,0,0.0,0,0
No.9,2022,IND_8843839,40,7,14.89,0,7
No.9,2022,IND_8843840,44,3,6.38,0,3
No.9,2022,IND_8843841,45,2,4.26,0,2
No.9,2022,IND_8843842,44,3,6.38,0,3
No.9,2022,IND_8843843,47,0,0.0,0,0
No.9,2022,IND_8843844,47,0,0.0,0,0
No.9,2022,IND_8843845,47,0,0.0,0,0
No.9,2022,IND_8843846,36,11,23.4,0,11
No.9,2022,IND_8843859,27,20,42.55,0,20
No.9,2022,IND_8843860,38,9,19.15,0,9
No.9,2022,IND_8843861,41,6,12.77,0,6
No.9,2022,IND_8843875,32,15,31.91,0,15
No.9,2022,IND_8843885,36,11,23.4,0,11
No.9,2022,IND_8843900,0,47,100.0,0,47
No.9,2022,IND_8843901,29,18,38.3,0,18
No.9,2022,IND_8843902,47,0,0.0,0,0
No.9,2022,IND_8843917,30,17,36.17,0,17
No.9,2022,IND_8843947,47,0,0.0,0,0
No.9,2022,IND_8843972,43,4,8.51,0,4
No.9,2022,IND_8843977,41,6,12.77,0,6
No.9,2022,IND_8844118,47,0,0.0,0,0
No.9,2022,IND_8844119,37,10,21.28,0,10
No.9,2022,IND_8844171,47,0,0.0,0,0
No.9,2022,IND_8844172,47,0,0.0,0,0
No.9,2022,IND_8844173,47,0,0.0,0,0
No.9,2022,IND_8845690,43,4,8.51,0,4
No.9,2022,IND_8845720,45,2,4.26,0,2
No.9,2022,IND_8845721,47,0,0.0,0,0
No.9,2022,IND_8845780,45,2,4.26,0,2
No.9,2022,IND_8845930,42,5,10.64,0,5
No.9,2022,IND_8845969,29,18,38.3,0,18
No.9,2022,IND_8845970,35,12,25.53,0,12
No.9,2022,IND_8846215,29,18,38.3,0,18
No.9,2022,IND_8848125,17,30,63.83,0,30
No.9,2022,IND_8848845,47,0,0.0,0,0
No.9,2022,IND_8849579,34,13,27.66,0,13
No.9,2022,IND_8850212,36,11,23.4,0,11
No.9,2022,IND_8851003,47,0,0.0,0,0
